timestamp,ax,ay,az,gx,gy,gz,sound_level,label
1764706039742,-7.977479931640625,-38.20188168945312,5.353434912109375,-2.198473282442748,0.5267175572519084,1.4045801526717556,5,inactivity
1764706039752,-8.810662109374999,-37.70388774414062,5.0948611328124995,-2.099236641221374,1.076335877862595,1.1374045801526718,5,inactivity
1764706039762,-8.17859287109375,-38.89141176757812,4.817133740234374,-2.1068702290076335,0.7862595419847328,1.4045801526717556,5,inactivity
1764706039772,-8.56166513671875,-37.7326181640625,5.410895751953125,-2.2442748091603053,1.0076335877862594,0.900763358778626,5,inactivity
1764706039783,-8.341398583984375,-38.48918588867187,2.4516625,-2.3740458015267176,1.1297709923664123,1.2213740458015268,5,inactivity
1764706039793,-8.52335791015625,-37.646426904296874,5.1523219726562495,-2.2213740458015265,1.083969465648855,1.0,5,inactivity
1764706039803,-9.0788126953125,-38.62326118164062,5.0948611328124995,-2.312977099236641,1.366412213740458,1.068702290076336,5,inactivity
1764706039813,-8.044517578125,-37.60811967773437,5.1140147460937495,-2.3435114503816794,0.9618320610687024,1.1526717557251909,5,inactivity
1764706039823,-9.184157568359376,-38.479609082031246,7.240065820312499,-2.49618320610687,1.0305343511450382,0.900763358778626,5,inactivity
1764706039833,-8.111555224609374,-38.15399765625,5.027823486328125,-2.435114503816794,0.4580152671755725,1.045801526717557,5,inactivity
1764706039843,-8.734047656249999,-37.799655810546874,5.257666845703125,-2.4656488549618323,0.7022900763358778,1.0916030534351144,5,inactivity
1764706039853,-8.379705810546875,-38.50833950195312,4.92247861328125,-2.435114503816794,0.2900763358778626,1.1526717557251909,5,inactivity
1764706039863,-8.877699755859375,-37.87627026367187,5.200206005859375,-2.1297709923664123,0.3053435114503817,1.2442748091603053,5,inactivity
1764706039873,-8.56166513671875,-38.64241479492187,4.932055419921875,-2.137404580152672,0.5877862595419847,1.381679389312977,5,inactivity
1764706039883,-8.667010009765624,-37.6943109375,5.382165332031249,-2.0763358778625953,0.3358778625954198,1.0076335877862594,5,inactivity
